acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
SRR9093169	OTHER	public	SRX5868409	Illumina NovaSeq 6000	ILLUMINA	SRS4791526	SAMN11786766	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	82	235	public	10090.0
SRR9093170	OTHER	public	SRX5868410	Illumina NovaSeq 6000	ILLUMINA	SRS4791528	SAMN11786765	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	256	720	public	10090.0
SRR9093171	OTHER	public	SRX5868411	Illumina NovaSeq 6000	ILLUMINA	SRS4791529	SAMN11786807	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	79	224	public	10090.0
SRR9093172	OTHER	public	SRX5868412	Illumina NovaSeq 6000	ILLUMINA	SRS4791530	SAMN11786803	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	79	223	public	10090.0
SRR9093173	OTHER	public	SRX5868413	Illumina NovaSeq 6000	ILLUMINA	SRS4791531	SAMN11786802	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	105	294	public	10090.0
SRR9093174	OTHER	public	SRX5868414	Illumina NovaSeq 6000	ILLUMINA	SRS4791532	SAMN11786801	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	80	225	public	10090.0
SRR9093175	OTHER	public	SRX5868415	Illumina NovaSeq 6000	ILLUMINA	SRS4791533	SAMN11786800	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	108	304	public	10090.0
SRR9093176	OTHER	public	SRX5868416	Illumina NovaSeq 6000	ILLUMINA	SRS4791534	SAMN11786799	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	114	319	public	10090.0
SRR9093177	OTHER	public	SRX5868417	Illumina NovaSeq 6000	ILLUMINA	SRS4791535	SAMN11786798	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	96	273	public	10090.0
SRR9093178	OTHER	public	SRX5868418	Illumina NovaSeq 6000	ILLUMINA	SRS4791536	SAMN11786797	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	90	255	public	10090.0
SRR9093179	OTHER	public	SRX5868419	Illumina NovaSeq 6000	ILLUMINA	SRS4791538	SAMN11786796	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	172	485	public	10090.0
SRR9093180	OTHER	public	SRX5868420	Illumina NovaSeq 6000	ILLUMINA	SRS4791537	SAMN11786795	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	154	437	public	10090.0
SRR9093181	OTHER	public	SRX5868421	Illumina NovaSeq 6000	ILLUMINA	SRS4791539	SAMN11786794	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	182	513	public	10090.0
SRR9093182	OTHER	public	SRX5868422	Illumina NovaSeq 6000	ILLUMINA	SRS4791540	SAMN11786793	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	195	551	public	10090.0
SRR9093183	OTHER	public	SRX5868423	Illumina NovaSeq 6000	ILLUMINA	SRS4791541	SAMN11786792	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	174	497	public	10090.0
SRR9093184	OTHER	public	SRX5868424	Illumina NovaSeq 6000	ILLUMINA	SRS4791542	SAMN11786791	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	169	482	public	10090.0
SRR9093185	OTHER	public	SRX5868425	Illumina NovaSeq 6000	ILLUMINA	SRS4791543	SAMN11786790	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	204	575	public	10090.0
SRR9093186	OTHER	public	SRX5868426	Illumina NovaSeq 6000	ILLUMINA	SRS4791545	SAMN11786704	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	192	542	public	10090.0
SRR9093187	OTHER	public	SRX5868427	Illumina NovaSeq 6000	ILLUMINA	SRS4791544	SAMN11786703	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	191	542	public	10090.0
SRR9093188	OTHER	public	SRX5868428	Illumina NovaSeq 6000	ILLUMINA	SRS4791546	SAMN11786702	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	243	687	public	10090.0
SRR9093189	OTHER	public	SRX5868429	Illumina NovaSeq 6000	ILLUMINA	SRS4791547	SAMN11786701	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	224	638	public	10090.0
SRR9093190	OTHER	public	SRX5868430	Illumina NovaSeq 6000	ILLUMINA	SRS4791548	SAMN11786739	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	235	668	public	10090.0
SRR9093191	OTHER	public	SRX5868431	Illumina NovaSeq 6000	ILLUMINA	SRS4791550	SAMN11786738	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	307	874	public	10090.0
SRR9093192	OTHER	public	SRX5868432	Illumina NovaSeq 6000	ILLUMINA	SRS4791549	SAMN11786737	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	244	693	public	10090.0
SRR9093193	OTHER	public	SRX5868433	Illumina NovaSeq 6000	ILLUMINA	SRS4791551	SAMN11786736	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	266	753	public	10090.0
SRR9093194	OTHER	public	SRX5868434	Illumina NovaSeq 6000	ILLUMINA	SRS4791552	SAMN11786735	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	359	1021	public	10090.0
SRR9093195	OTHER	public	SRX5868435	Illumina NovaSeq 6000	ILLUMINA	SRS4791553	SAMN11786734	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	533	1523	public	10090.0
SRR9093196	OTHER	public	SRX5868436	Illumina NovaSeq 6000	ILLUMINA	SRS4791554	SAMN11786733	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	211	615	public	10090.0
SRR9093197	OTHER	public	SRX5868437	Illumina NovaSeq 6000	ILLUMINA	SRS4791555	SAMN11786732	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	287	824	public	10090.0
SRR9093198	OTHER	public	SRX5868438	Illumina NovaSeq 6000	ILLUMINA	SRS4791556	SAMN11786731	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	310	899	public	10090.0
SRR9093199	OTHER	public	SRX5868439	Illumina NovaSeq 6000	ILLUMINA	SRS4791557	SAMN11786730	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	294	850	public	10090.0
SRR9093200	OTHER	public	SRX5868440	Illumina NovaSeq 6000	ILLUMINA	SRS4791558	SAMN11786729	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	232	671	public	10090.0
SRR9093201	OTHER	public	SRX5868441	Illumina NovaSeq 6000	ILLUMINA	SRS4791559	SAMN11786728	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	350	1001	public	10090.0
SRR9093202	OTHER	public	SRX5868442	Illumina NovaSeq 6000	ILLUMINA	SRS4791561	SAMN11786727	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	203	589	public	10090.0
SRR9093203	OTHER	public	SRX5868443	Illumina NovaSeq 6000	ILLUMINA	SRS4791560	SAMN11786726	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	527	1485	public	10090.0
SRR9093204	OTHER	public	SRX5868444	Illumina NovaSeq 6000	ILLUMINA	SRS4791562	SAMN11786725	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	438	1241	public	10090.0
SRR9093205	OTHER	public	SRX5868445	Illumina NovaSeq 6000	ILLUMINA	SRS4791563	SAMN11786724	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	174	505	public	10090.0
SRR9093206	OTHER	public	SRX5868446	Illumina NovaSeq 6000	ILLUMINA	SRS4791564	SAMN11786723	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	519	1477	public	10090.0
SRR9093207	OTHER	public	SRX5868447	Illumina NovaSeq 6000	ILLUMINA	SRS4791565	SAMN11786722	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	198	573	public	10090.0
SRR9093208	OTHER	public	SRX5868448	Illumina NovaSeq 6000	ILLUMINA	SRS4791566	SAMN11786721	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	470	1333	public	10090.0
SRR9093209	OTHER	public	SRX5868449	Illumina NovaSeq 6000	ILLUMINA	SRS4791567	SAMN11786720	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	134	374	public	10090.0
SRR9093210	OTHER	public	SRX5868450	Illumina NovaSeq 6000	ILLUMINA	SRS4791568	SAMN11786764	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	196	541	public	10090.0
SRR9093211	OTHER	public	SRX5868451	Illumina NovaSeq 6000	ILLUMINA	SRS4791569	SAMN11786763	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	316	908	public	10090.0
SRR9093212	OTHER	public	SRX5868452	Illumina NovaSeq 6000	ILLUMINA	SRS4791570	SAMN11786762	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	201	554	public	10090.0
SRR9093213	OTHER	public	SRX5868453	Illumina NovaSeq 6000	ILLUMINA	SRS4791572	SAMN11786761	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	203	562	public	10090.0
SRR9093214	OTHER	public	SRX5868454	Illumina NovaSeq 6000	ILLUMINA	SRS4791571	SAMN11786760	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	93	266	public	10090.0
SRR9093215	OTHER	public	SRX5868455	Illumina NovaSeq 6000	ILLUMINA	SRS4791573	SAMN11786759	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	197	549	public	10090.0
SRR9093216	OTHER	public	SRX5868199	Illumina NovaSeq 6000	ILLUMINA	SRS4791317	SAMN11786077	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	189	531	public	10090.0
SRR9093217	OTHER	public	SRX5868200	Illumina NovaSeq 6000	ILLUMINA	SRS4791318	SAMN11786076	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	179	508	public	10090.0
SRR9093218	OTHER	public	SRX5868201	Illumina NovaSeq 6000	ILLUMINA	SRS4791319	SAMN11786075	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	139	394	public	10090.0
SRR9093219	OTHER	public	SRX5868202	Illumina NovaSeq 6000	ILLUMINA	SRS4791320	SAMN11786074	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	159	452	public	10090.0
SRR9093220	OTHER	public	SRX5868203	Illumina NovaSeq 6000	ILLUMINA	SRS4791321	SAMN11786073	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	259	740	public	10090.0
SRR9093221	OTHER	public	SRX5868204	Illumina NovaSeq 6000	ILLUMINA	SRS4791322	SAMN11786072	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	234	667	public	10090.0
SRR9093222	OTHER	public	SRX5868205	Illumina NovaSeq 6000	ILLUMINA	SRS4791323	SAMN11786071	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	373	1070	public	10090.0
SRR9093223	OTHER	public	SRX5868206	Illumina NovaSeq 6000	ILLUMINA	SRS4791324	SAMN11786070	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	317	907	public	10090.0
SRR9093224	OTHER	public	SRX5868207	Illumina NovaSeq 6000	ILLUMINA	SRS4791325	SAMN11786069	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	272	780	public	10090.0
SRR9093225	OTHER	public	SRX5868208	Illumina NovaSeq 6000	ILLUMINA	SRS4791326	SAMN11786068	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	240	683	public	10090.0
SRR9093226	OTHER	public	SRX5868209	Illumina NovaSeq 6000	ILLUMINA	SRS4791327	SAMN11786067	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	266	766	public	10090.0
SRR9093227	OTHER	public	SRX5868210	Illumina NovaSeq 6000	ILLUMINA	SRS4791328	SAMN11786066	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	207	599	public	10090.0
SRR9093228	OTHER	public	SRX5868211	Illumina NovaSeq 6000	ILLUMINA	SRS4791329	SAMN11786065	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	208	581	public	10090.0
SRR9093229	OTHER	public	SRX5868212	Illumina NovaSeq 6000	ILLUMINA	SRS4791330	SAMN11786064	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	220	612	public	10090.0
SRR9093230	OTHER	public	SRX5868213	Illumina NovaSeq 6000	ILLUMINA	SRS4791331	SAMN11786063	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	310	865	public	10090.0
SRR9093231	OTHER	public	SRX5868214	Illumina NovaSeq 6000	ILLUMINA	SRS4791332	SAMN11786062	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	194	544	public	10090.0
SRR9093232	OTHER	public	SRX5868808	Illumina NovaSeq 6000	ILLUMINA	SRS4791927	SAMN11786147	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	219	615	public	10090.0
SRR9093233	OTHER	public	SRX5868809	Illumina NovaSeq 6000	ILLUMINA	SRS4791926	SAMN11786146	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	229	627	public	10090.0
SRR9093234	OTHER	public	SRX5868810	Illumina NovaSeq 6000	ILLUMINA	SRS4791928	SAMN11786145	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	146	410	public	10090.0
SRR9093235	OTHER	public	SRX5868811	Illumina NovaSeq 6000	ILLUMINA	SRS4791929	SAMN11786144	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	180	510	public	10090.0
SRR9093236	OTHER	public	SRX5868812	Illumina NovaSeq 6000	ILLUMINA	SRS4791930	SAMN11786143	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	168	476	public	10090.0
SRR9093237	OTHER	public	SRX5868813	Illumina NovaSeq 6000	ILLUMINA	SRS4791931	SAMN11786142	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	200	568	public	10090.0
SRR9093238	OTHER	public	SRX5868814	Illumina NovaSeq 6000	ILLUMINA	SRS4791932	SAMN11786141	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	196	558	public	10090.0
SRR9093239	OTHER	public	SRX5868815	Illumina NovaSeq 6000	ILLUMINA	SRS4791933	SAMN11786140	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	172	489	public	10090.0
SRR9093240	OTHER	public	SRX5868816	Illumina NovaSeq 6000	ILLUMINA	SRS4791934	SAMN11786139	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	200	568	public	10090.0
SRR9093241	OTHER	public	SRX5868817	Illumina NovaSeq 6000	ILLUMINA	SRS4791935	SAMN11786138	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	151	428	public	10090.0
SRR9093242	OTHER	public	SRX5868818	Illumina NovaSeq 6000	ILLUMINA	SRS4791937	SAMN11786137	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	163	461	public	10090.0
SRR9093243	OTHER	public	SRX5868819	Illumina NovaSeq 6000	ILLUMINA	SRS4791936	SAMN11786136	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	78	225	public	10090.0
SRR9093244	OTHER	public	SRX5868820	Illumina NovaSeq 6000	ILLUMINA	SRS4791938	SAMN11786135	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	85	243	public	10090.0
SRR9093245	OTHER	public	SRX5868821	Illumina NovaSeq 6000	ILLUMINA	SRS4791939	SAMN11786134	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	112	321	public	10090.0
SRR9093246	OTHER	public	SRX5868822	Illumina NovaSeq 6000	ILLUMINA	SRS4791940	SAMN11786133	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	110	315	public	10090.0
SRR9093247	OTHER	public	SRX5868823	Illumina NovaSeq 6000	ILLUMINA	SRS4791941	SAMN11786132	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	99	284	public	10090.0
SRR9093248	OTHER	public	SRX5868840	Illumina NovaSeq 6000	ILLUMINA	SRS4791959	SAMN11786131	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	103	294	public	10090.0
SRR9093249	OTHER	public	SRX5868841	Illumina NovaSeq 6000	ILLUMINA	SRS4791960	SAMN11786130	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	101	290	public	10090.0
SRR9093250	OTHER	public	SRX5868842	Illumina NovaSeq 6000	ILLUMINA	SRS4791958	SAMN11786129	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	90	259	public	10090.0
SRR9093251	OTHER	public	SRX5868843	Illumina NovaSeq 6000	ILLUMINA	SRS4791961	SAMN11786168	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	153	431	public	10090.0
SRR9093252	OTHER	public	SRX5868844	Illumina NovaSeq 6000	ILLUMINA	SRS4791963	SAMN11786167	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	156	441	public	10090.0
SRR9093253	OTHER	public	SRX5868845	Illumina NovaSeq 6000	ILLUMINA	SRS4791962	SAMN11786166	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	129	366	public	10090.0
SRR9093254	OTHER	public	SRX5868846	Illumina NovaSeq 6000	ILLUMINA	SRS4791964	SAMN11786165	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	144	409	public	10090.0
SRR9093255	OTHER	public	SRX5868847	Illumina NovaSeq 6000	ILLUMINA	SRS4791965	SAMN11786164	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	140	398	public	10090.0
SRR9093256	OTHER	public	SRX5868848	Illumina NovaSeq 6000	ILLUMINA	SRS4791966	SAMN11786163	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	139	397	public	10090.0
SRR9093257	OTHER	public	SRX5868849	Illumina NovaSeq 6000	ILLUMINA	SRS4791967	SAMN11786162	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	122	350	public	10090.0
SRR9093258	OTHER	public	SRX5868850	Illumina NovaSeq 6000	ILLUMINA	SRS4791968	SAMN11786161	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	103	292	public	10090.0
SRR9093259	OTHER	public	SRX5868851	Illumina NovaSeq 6000	ILLUMINA	SRS4791970	SAMN11786159	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	303	858	public	10090.0
SRR9093260	OTHER	public	SRX5868852	Illumina NovaSeq 6000	ILLUMINA	SRS4791969	SAMN11786158	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	323	914	public	10090.0
SRR9093261	OTHER	public	SRX5868853	Illumina NovaSeq 6000	ILLUMINA	SRS4791971	SAMN11786157	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	343	970	public	10090.0
SRR9093262	OTHER	public	SRX5868854	Illumina NovaSeq 6000	ILLUMINA	SRS4791972	SAMN11786061	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	280	792	public	10090.0
SRR9093263	OTHER	public	SRX5868855	Illumina NovaSeq 6000	ILLUMINA	SRS4791973	SAMN11786060	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	265	751	public	10090.0
SRR9093264	OTHER	public	SRX5868456	Illumina NovaSeq 6000	ILLUMINA	SRS4791574	SAMN11786758	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	150	418	public	10090.0
SRR9093265	OTHER	public	SRX5868457	Illumina NovaSeq 6000	ILLUMINA	SRS4791575	SAMN11786757	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	187	521	public	10090.0
SRR9093266	OTHER	public	SRX5868458	Illumina NovaSeq 6000	ILLUMINA	SRS4791576	SAMN11786755	Mus musculus	SRP198970	2020-08-21 00:00:00 UTC	PRJNA543864	101	286	public	10090.0
