acc	assay_type	consent	experiment	instrument	platform	sample_acc	biosample	organism	sra_study	releasedate	bioproject	mbytes	mbases	access	taxid
SRR10070649	RNA-Seq	public	SRX6804337	Illumina HiSeq 2500	ILLUMINA	SRS5349255	SAMN12697971	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	16	34	public	7955.0
SRR10070650	RNA-Seq	public	SRX6804338	Illumina HiSeq 2500	ILLUMINA	SRS5349256	SAMN12697970	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	104	207	public	7955.0
SRR10070651	RNA-Seq	public	SRX6804339	Illumina HiSeq 2500	ILLUMINA	SRS5349257	SAMN12697969	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	138	285	public	7955.0
SRR10070652	RNA-Seq	public	SRX6804340	Illumina HiSeq 2500	ILLUMINA	SRS5349258	SAMN12698074	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	75	161	public	7955.0
SRR10070653	RNA-Seq	public	SRX6804341	Illumina HiSeq 2500	ILLUMINA	SRS5349259	SAMN12697931	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	135	284	public	7955.0
SRR10070654	RNA-Seq	public	SRX6804342	Illumina HiSeq 2500	ILLUMINA	SRS5349260	SAMN12697930	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	118	252	public	7955.0
SRR10070655	RNA-Seq	public	SRX6804343	Illumina HiSeq 2500	ILLUMINA	SRS5349261	SAMN12697929	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	57	120	public	7955.0
SRR10070656	RNA-Seq	public	SRX6804344	Illumina HiSeq 2500	ILLUMINA	SRS5349262	SAMN12697928	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	22	45	public	7955.0
SRR10070657	RNA-Seq	public	SRX6804345	Illumina HiSeq 2500	ILLUMINA	SRS5349263	SAMN12697927	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	145	307	public	7955.0
SRR10070658	RNA-Seq	public	SRX6804346	Illumina HiSeq 2500	ILLUMINA	SRS5349264	SAMN12697926	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	139	289	public	7955.0
SRR10070659	RNA-Seq	public	SRX6804347	Illumina HiSeq 2500	ILLUMINA	SRS5349265	SAMN12697925	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	158	334	public	7955.0
SRR10070660	RNA-Seq	public	SRX6804348	Illumina HiSeq 2500	ILLUMINA	SRS5349266	SAMN12697924	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	101	216	public	7955.0
SRR10070661	RNA-Seq	public	SRX6804349	Illumina HiSeq 2500	ILLUMINA	SRS5349267	SAMN12698019	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	43	90	public	7955.0
SRR10070662	RNA-Seq	public	SRX6804350	Illumina HiSeq 2500	ILLUMINA	SRS5349268	SAMN12698018	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	135	282	public	7955.0
SRR10070663	RNA-Seq	public	SRX6804351	Illumina HiSeq 2500	ILLUMINA	SRS5349269	SAMN12698017	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	22	45	public	7955.0
SRR10070664	RNA-Seq	public	SRX6804352	Illumina HiSeq 2500	ILLUMINA	SRS5349270	SAMN12698016	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	124	249	public	7955.0
SRR10070665	RNA-Seq	public	SRX6804353	Illumina HiSeq 2500	ILLUMINA	SRS5349271	SAMN12698015	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	85	180	public	7955.0
SRR10070666	RNA-Seq	public	SRX6804354	Illumina HiSeq 2500	ILLUMINA	SRS5349272	SAMN12698014	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	153	316	public	7955.0
SRR10070667	RNA-Seq	public	SRX6804355	Illumina HiSeq 2500	ILLUMINA	SRS5349273	SAMN12698013	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	89	183	public	7955.0
SRR10070668	RNA-Seq	public	SRX6804356	Illumina HiSeq 2500	ILLUMINA	SRS5349274	SAMN12698012	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	72	148	public	7955.0
SRR10070669	RNA-Seq	public	SRX6804357	Illumina HiSeq 2500	ILLUMINA	SRS5349275	SAMN12698011	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	23	47	public	7955.0
SRR10070670	RNA-Seq	public	SRX6804358	Illumina HiSeq 2500	ILLUMINA	SRS5349276	SAMN12698010	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	210	441	public	7955.0
SRR10070671	RNA-Seq	public	SRX6804359	Illumina HiSeq 2500	ILLUMINA	SRS5349277	SAMN12698009	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	124	263	public	7955.0
SRR10070672	RNA-Seq	public	SRX6804360	Illumina HiSeq 2500	ILLUMINA	SRS5349278	SAMN12698008	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	124	255	public	7955.0
SRR10070673	RNA-Seq	public	SRX6804361	Illumina HiSeq 2500	ILLUMINA	SRS5349279	SAMN12698007	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	102	213	public	7955.0
SRR10070674	RNA-Seq	public	SRX6804362	Illumina HiSeq 2500	ILLUMINA	SRS5349280	SAMN12698006	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	104	215	public	7955.0
SRR10070675	RNA-Seq	public	SRX6804363	Illumina HiSeq 2500	ILLUMINA	SRS5349281	SAMN12698005	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	149	305	public	7955.0
SRR10070676	RNA-Seq	public	SRX6804364	Illumina HiSeq 2500	ILLUMINA	SRS5349282	SAMN12698004	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	27	55	public	7955.0
SRR10070677	RNA-Seq	public	SRX6804365	Illumina HiSeq 2500	ILLUMINA	SRS5349283	SAMN12698003	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	136	279	public	7955.0
SRR10070678	RNA-Seq	public	SRX6804366	Illumina HiSeq 2500	ILLUMINA	SRS5349284	SAMN12698002	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	165	348	public	7955.0
SRR10070679	RNA-Seq	public	SRX6804367	Illumina HiSeq 2500	ILLUMINA	SRS5349285	SAMN12698001	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	81	173	public	7955.0
SRR10070680	RNA-Seq	public	SRX6804368	Illumina HiSeq 2500	ILLUMINA	SRS5349286	SAMN12698000	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	122	259	public	7955.0
SRR10070681	RNA-Seq	public	SRX6804369	Illumina HiSeq 2500	ILLUMINA	SRS5349287	SAMN12697999	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	86	182	public	7955.0
SRR10070682	RNA-Seq	public	SRX6804370	Illumina HiSeq 2500	ILLUMINA	SRS5349288	SAMN12697998	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	138	273	public	7955.0
SRR10070683	RNA-Seq	public	SRX6804371	Illumina HiSeq 2500	ILLUMINA	SRS5349289	SAMN12697961	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	92	191	public	7955.0
SRR10070684	RNA-Seq	public	SRX6804372	Illumina HiSeq 2500	ILLUMINA	SRS5349290	SAMN12697960	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	223	467	public	7955.0
SRR10070685	RNA-Seq	public	SRX6804373	Illumina HiSeq 2500	ILLUMINA	SRS5349291	SAMN12697959	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	102	213	public	7955.0
SRR10070686	RNA-Seq	public	SRX6804374	Illumina HiSeq 2500	ILLUMINA	SRS5349292	SAMN12697958	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	93	191	public	7955.0
SRR10070687	RNA-Seq	public	SRX6804375	Illumina HiSeq 2500	ILLUMINA	SRS5349293	SAMN12697957	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	40	83	public	7955.0
SRR10070688	RNA-Seq	public	SRX6804376	Illumina HiSeq 2500	ILLUMINA	SRS5349294	SAMN12697956	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	211	439	public	7955.0
SRR10070689	RNA-Seq	public	SRX6804377	Illumina HiSeq 2500	ILLUMINA	SRS5349295	SAMN12697955	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	79	151	public	7955.0
SRR10070690	RNA-Seq	public	SRX6804378	Illumina HiSeq 2500	ILLUMINA	SRS5349296	SAMN12697954	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	113	236	public	7955.0
SRR10070691	RNA-Seq	public	SRX6804379	Illumina HiSeq 2500	ILLUMINA	SRS5349297	SAMN12697953	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	95	196	public	7955.0
SRR10070692	RNA-Seq	public	SRX6804380	Illumina HiSeq 2500	ILLUMINA	SRS5349298	SAMN12697952	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	131	269	public	7955.0
SRR10070693	RNA-Seq	public	SRX6804381	Illumina HiSeq 2500	ILLUMINA	SRS5349299	SAMN12697948	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	28	57	public	7955.0
SRR10070694	RNA-Seq	public	SRX6804382	Illumina HiSeq 2500	ILLUMINA	SRS5349300	SAMN12697947	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	163	340	public	7955.0
SRR10070695	RNA-Seq	public	SRX6804383	Illumina HiSeq 2500	ILLUMINA	SRS5349301	SAMN12697946	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	138	288	public	7955.0
SRR10070696	RNA-Seq	public	SRX6804384	Illumina HiSeq 2500	ILLUMINA	SRS5349302	SAMN12697945	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	151	322	public	7955.0
SRR10070697	RNA-Seq	public	SRX6804225	Illumina HiSeq 2500	ILLUMINA	SRS5349143	SAMN12697944	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	115	245	public	7955.0
SRR10070698	RNA-Seq	public	SRX6804226	Illumina HiSeq 2500	ILLUMINA	SRS5349144	SAMN12697951	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	98	195	public	7955.0
SRR10070699	RNA-Seq	public	SRX6804227	Illumina HiSeq 2500	ILLUMINA	SRS5349145	SAMN12697950	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	59	125	public	7955.0
SRR10070700	RNA-Seq	public	SRX6804228	Illumina HiSeq 2500	ILLUMINA	SRS5349146	SAMN12697949	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	82	163	public	7955.0
SRR10070701	RNA-Seq	public	SRX6804229	Illumina HiSeq 2500	ILLUMINA	SRS5349147	SAMN12697943	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	86	178	public	7955.0
SRR10070702	RNA-Seq	public	SRX6804230	Illumina HiSeq 2500	ILLUMINA	SRS5349148	SAMN12697942	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	46	93	public	7955.0
SRR10070703	RNA-Seq	public	SRX6804231	Illumina HiSeq 2500	ILLUMINA	SRS5349149	SAMN12697941	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	85	168	public	7955.0
SRR10070704	RNA-Seq	public	SRX6804232	Illumina HiSeq 2500	ILLUMINA	SRS5349150	SAMN12697940	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	21	43	public	7955.0
SRR10070705	RNA-Seq	public	SRX6804233	Illumina HiSeq 2500	ILLUMINA	SRS5349151	SAMN12697939	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	172	349	public	7955.0
SRR10070706	RNA-Seq	public	SRX6804234	Illumina HiSeq 2500	ILLUMINA	SRS5349152	SAMN12697938	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	51	106	public	7955.0
SRR10070707	RNA-Seq	public	SRX6804235	Illumina HiSeq 2500	ILLUMINA	SRS5349153	SAMN12697937	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	85	173	public	7955.0
SRR10070708	RNA-Seq	public	SRX6804236	Illumina HiSeq 2500	ILLUMINA	SRS5349154	SAMN12697936	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	31	64	public	7955.0
SRR10070709	RNA-Seq	public	SRX6804237	Illumina HiSeq 2500	ILLUMINA	SRS5349155	SAMN12697935	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	71	147	public	7955.0
SRR10070710	RNA-Seq	public	SRX6804238	Illumina HiSeq 2500	ILLUMINA	SRS5349156	SAMN12697934	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	166	349	public	7955.0
SRR10070711	RNA-Seq	public	SRX6804239	Illumina HiSeq 2500	ILLUMINA	SRS5349157	SAMN12697933	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	156	330	public	7955.0
SRR10070712	RNA-Seq	public	SRX6804240	Illumina HiSeq 2500	ILLUMINA	SRS5349158	SAMN12697932	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	119	254	public	7955.0
SRR10070713	RNA-Seq	public	SRX6804241	Illumina HiSeq 2500	ILLUMINA	SRS5349159	SAMN12697891	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	99	211	public	7955.0
SRR10070714	RNA-Seq	public	SRX6804242	Illumina HiSeq 2500	ILLUMINA	SRS5349160	SAMN12697890	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	39	83	public	7955.0
SRR10070715	RNA-Seq	public	SRX6804243	Illumina HiSeq 2500	ILLUMINA	SRS5349161	SAMN12697889	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	147	308	public	7955.0
SRR10070716	RNA-Seq	public	SRX6804244	Illumina HiSeq 2500	ILLUMINA	SRS5349162	SAMN12697888	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	161	336	public	7955.0
SRR10070717	RNA-Seq	public	SRX6804245	Illumina HiSeq 2500	ILLUMINA	SRS5349163	SAMN12697887	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	166	352	public	7955.0
SRR10070718	RNA-Seq	public	SRX6804246	Illumina HiSeq 2500	ILLUMINA	SRS5349164	SAMN12697886	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	124	263	public	7955.0
SRR10070719	RNA-Seq	public	SRX6804247	Illumina HiSeq 2500	ILLUMINA	SRS5349165	SAMN12697885	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	165	345	public	7955.0
SRR10070720	RNA-Seq	public	SRX6804248	Illumina HiSeq 2500	ILLUMINA	SRS5349166	SAMN12697884	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	164	346	public	7955.0
SRR10070721	RNA-Seq	public	SRX6804249	Illumina HiSeq 2500	ILLUMINA	SRS5349167	SAMN12697883	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	138	292	public	7955.0
SRR10070722	RNA-Seq	public	SRX6804250	Illumina HiSeq 2500	ILLUMINA	SRS5349168	SAMN12697882	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	198	409	public	7955.0
SRR10070723	RNA-Seq	public	SRX6804251	Illumina HiSeq 2500	ILLUMINA	SRS5349169	SAMN12697881	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	36	75	public	7955.0
SRR10070724	RNA-Seq	public	SRX6804252	Illumina HiSeq 2500	ILLUMINA	SRS5349170	SAMN12697880	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	107	210	public	7955.0
SRR10070725	RNA-Seq	public	SRX6804253	Illumina HiSeq 2500	ILLUMINA	SRS5349171	SAMN12697879	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	100	212	public	7955.0
SRR10070726	RNA-Seq	public	SRX6804254	Illumina HiSeq 2500	ILLUMINA	SRS5349172	SAMN12697878	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	131	265	public	7955.0
SRR10070727	RNA-Seq	public	SRX6804255	Illumina HiSeq 2500	ILLUMINA	SRS5349173	SAMN12697877	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	29	61	public	7955.0
SRR10070728	RNA-Seq	public	SRX6804256	Illumina HiSeq 2500	ILLUMINA	SRS5349174	SAMN12697876	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	171	358	public	7955.0
SRR10070729	RNA-Seq	public	SRX6804193	Illumina HiSeq 2500	ILLUMINA	SRS5349111	SAMN12697875	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	163	343	public	7955.0
SRR10070730	RNA-Seq	public	SRX6804194	Illumina HiSeq 2500	ILLUMINA	SRS5349112	SAMN12697874	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	73	155	public	7955.0
SRR10070731	RNA-Seq	public	SRX6804195	Illumina HiSeq 2500	ILLUMINA	SRS5349113	SAMN12697873	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	177	379	public	7955.0
SRR10070732	RNA-Seq	public	SRX6804196	Illumina HiSeq 2500	ILLUMINA	SRS5349114	SAMN12697872	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	85	179	public	7955.0
SRR10070733	RNA-Seq	public	SRX6804197	Illumina HiSeq 2500	ILLUMINA	SRS5349115	SAMN12697871	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	151	313	public	7955.0
SRR10070734	RNA-Seq	public	SRX6804198	Illumina HiSeq 2500	ILLUMINA	SRS5349116	SAMN12697870	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	154	322	public	7955.0
SRR10070735	RNA-Seq	public	SRX6804199	Illumina HiSeq 2500	ILLUMINA	SRS5349117	SAMN12697869	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	132	279	public	7955.0
SRR10070736	RNA-Seq	public	SRX6804200	Illumina HiSeq 2500	ILLUMINA	SRS5349118	SAMN12697968	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	87	182	public	7955.0
SRR10070737	RNA-Seq	public	SRX6804201	Illumina HiSeq 2500	ILLUMINA	SRS5349119	SAMN12697967	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	39	82	public	7955.0
SRR10070738	RNA-Seq	public	SRX6804202	Illumina HiSeq 2500	ILLUMINA	SRS5349120	SAMN12697966	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	177	386	public	7955.0
SRR10070739	RNA-Seq	public	SRX6804203	Illumina HiSeq 2500	ILLUMINA	SRS5349121	SAMN12697965	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	123	273	public	7955.0
SRR10070740	RNA-Seq	public	SRX6804204	Illumina HiSeq 2500	ILLUMINA	SRS5349122	SAMN12697964	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	143	316	public	7955.0
SRR10070741	RNA-Seq	public	SRX6804205	Illumina HiSeq 2500	ILLUMINA	SRS5349123	SAMN12697963	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	132	291	public	7955.0
SRR10070742	RNA-Seq	public	SRX6804206	Illumina HiSeq 2500	ILLUMINA	SRS5349124	SAMN12697962	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	160	353	public	7955.0
SRR10070743	RNA-Seq	public	SRX6804207	Illumina HiSeq 2500	ILLUMINA	SRS5349125	SAMN12697921	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	160	353	public	7955.0
SRR10070744	RNA-Seq	public	SRX6804208	Illumina HiSeq 2500	ILLUMINA	SRS5349126	SAMN12697920	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	115	266	public	7955.0
SRR10070745	RNA-Seq	public	SRX6804209	Illumina HiSeq 2500	ILLUMINA	SRS5349127	SAMN12697919	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	147	339	public	7955.0
SRR10070746	RNA-Seq	public	SRX6804210	Illumina HiSeq 2500	ILLUMINA	SRS5349128	SAMN12697918	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	103	239	public	7955.0
SRR10070747	RNA-Seq	public	SRX6804211	Illumina HiSeq 2500	ILLUMINA	SRS5349129	SAMN12697917	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	76	167	public	7955.0
SRR10070748	RNA-Seq	public	SRX6804212	Illumina HiSeq 2500	ILLUMINA	SRS5349130	SAMN12697916	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	126	280	public	7955.0
SRR10070749	RNA-Seq	public	SRX6804213	Illumina HiSeq 2500	ILLUMINA	SRS5349131	SAMN12697915	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	68	144	public	7955.0
SRR10070750	RNA-Seq	public	SRX6804214	Illumina HiSeq 2500	ILLUMINA	SRS5349132	SAMN12697914	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	86	184	public	7955.0
SRR10070751	RNA-Seq	public	SRX6804215	Illumina HiSeq 2500	ILLUMINA	SRS5349133	SAMN12697912	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	39	89	public	7955.0
SRR10070752	RNA-Seq	public	SRX6804216	Illumina HiSeq 2500	ILLUMINA	SRS5349134	SAMN12697911	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	136	300	public	7955.0
SRR10070753	RNA-Seq	public	SRX6804217	Illumina HiSeq 2500	ILLUMINA	SRS5349135	SAMN12697910	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	121	265	public	7955.0
SRR10070754	RNA-Seq	public	SRX6804218	Illumina HiSeq 2500	ILLUMINA	SRS5349136	SAMN12697909	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	244	547	public	7955.0
SRR10070755	RNA-Seq	public	SRX6804219	Illumina HiSeq 2500	ILLUMINA	SRS5349137	SAMN12697908	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	136	293	public	7955.0
SRR10070756	RNA-Seq	public	SRX6804220	Illumina HiSeq 2500	ILLUMINA	SRS5349138	SAMN12697907	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	165	360	public	7955.0
SRR10070757	RNA-Seq	public	SRX6804221	Illumina HiSeq 2500	ILLUMINA	SRS5349139	SAMN12697906	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	97	212	public	7955.0
SRR10070758	RNA-Seq	public	SRX6804222	Illumina HiSeq 2500	ILLUMINA	SRS5349140	SAMN12697913	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	135	295	public	7955.0
SRR10070759	RNA-Seq	public	SRX6804223	Illumina HiSeq 2500	ILLUMINA	SRS5349141	SAMN12697905	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	92	205	public	7955.0
SRR10070760	RNA-Seq	public	SRX6804224	Illumina HiSeq 2500	ILLUMINA	SRS5349142	SAMN12697904	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	150	329	public	7955.0
SRR10070761	RNA-Seq	public	SRX6804161	Illumina HiSeq 2500	ILLUMINA	SRS5349079	SAMN12697903	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	142	310	public	7955.0
SRR10070762	RNA-Seq	public	SRX6804162	Illumina HiSeq 2500	ILLUMINA	SRS5349080	SAMN12697902	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	62	138	public	7955.0
SRR10070763	RNA-Seq	public	SRX6804163	Illumina HiSeq 2500	ILLUMINA	SRS5349081	SAMN12697901	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	70	153	public	7955.0
SRR10070764	RNA-Seq	public	SRX6804164	Illumina HiSeq 2500	ILLUMINA	SRS5349082	SAMN12697900	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	69	153	public	7955.0
SRR10070765	RNA-Seq	public	SRX6804165	Illumina HiSeq 2500	ILLUMINA	SRS5349083	SAMN12697899	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	39	86	public	7955.0
SRR10070766	RNA-Seq	public	SRX6804166	Illumina HiSeq 2500	ILLUMINA	SRS5349084	SAMN12697898	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	54	118	public	7955.0
SRR10070767	RNA-Seq	public	SRX6804167	Illumina HiSeq 2500	ILLUMINA	SRS5349085	SAMN12697897	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	95	209	public	7955.0
SRR10070768	RNA-Seq	public	SRX6804168	Illumina HiSeq 2500	ILLUMINA	SRS5349086	SAMN12697896	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	60	131	public	7955.0
SRR10070769	RNA-Seq	public	SRX6804169	Illumina HiSeq 2500	ILLUMINA	SRS5349087	SAMN12697895	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	114	249	public	7955.0
SRR10070770	RNA-Seq	public	SRX6804170	Illumina HiSeq 2500	ILLUMINA	SRS5349088	SAMN12697894	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	50	111	public	7955.0
SRR10070771	RNA-Seq	public	SRX6804171	Illumina HiSeq 2500	ILLUMINA	SRS5349089	SAMN12697893	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	56	122	public	7955.0
SRR10070772	RNA-Seq	public	SRX6804172	Illumina HiSeq 2500	ILLUMINA	SRS5349090	SAMN12697892	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	53	109	public	7955.0
SRR10070773	RNA-Seq	public	SRX6804173	Illumina HiSeq 2500	ILLUMINA	SRS5349091	SAMN12697855	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	26	58	public	7955.0
SRR10070774	RNA-Seq	public	SRX6804174	Illumina HiSeq 2500	ILLUMINA	SRS5349092	SAMN12697854	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	92	198	public	7955.0
SRR10070775	RNA-Seq	public	SRX6804175	Illumina HiSeq 2500	ILLUMINA	SRS5349093	SAMN12697853	Danio rerio	SRP220428	2019-10-09 00:00:00 UTC	PRJNA564013	156	343	public	7955.0
